rank,page_id,content_type,predicted_status,confidence,recommended_action,reason_codes,recent_avg_clicks,recent_avg_position,momentum_clicks_4v8,days_since_update
55,page_0166,product,declining,0.3997010418841508,Refresh / rewrite,click momentum -26% vs prior 4wk; avg position slipped 2.0 spots; not updated in 1064d,18.0,18.9175,-0.25773195876288657,1064
56,page_0056,product,declining,0.38952608916396925,Refresh / rewrite,click momentum -25% vs prior 4wk; not updated in 714d; high week-to-week volatility,1.5,17.445,-0.25,714
57,page_0335,blog,declining,0.38880140746337594,Refresh / rewrite,click momentum -20% vs prior 4wk; not updated in 714d,72.75,16.9475,-0.19613259668508287,714
58,page_0565,product,declining,0.37680568012316396,Refresh / rewrite,CTR beats position-expected by 0.9pp; not updated in 920d; high week-to-week volatility,2.5,13.6275,0.0,920
59,page_0190,guide,declining,0.37546624782470733,Refresh / rewrite,CTR beats position-expected by 0.4pp; not updated in 1005d,2.75,20.2775,-0.08333333333333333,1005
60,page_0077,product,declining,0.3724800573028181,Refresh / rewrite,click momentum -15% vs prior 4wk; CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 938d,44.5,11.66,-0.1523809523809524,938
61,page_0049,blog,declining,0.3675484914096737,Refresh / rewrite,click momentum -19% vs prior 4wk; CTR trails position-expected by 2.9pp — metadata review candidate; not updated in 1078d,68.75,1.395,-0.19117647058823528,1078
62,page_0508,product,declining,0.34983408865325955,Refresh / rewrite,click momentum -19% vs prior 4wk; CTR trails position-expected by 0.5pp — metadata review candidate; not updated in 1065d,3.25,8.8025,-0.1875,1065
63,page_0398,blog,declining,0.33987734916647966,Refresh / rewrite,click momentum -23% vs prior 4wk; CTR beats position-expected by 1.1pp; not updated in 914d,5.75,4.282500000000001,-0.23333333333333334,914
64,page_0041,blog,declining,0.3392897847411863,Refresh / rewrite,CTR beats position-expected by 1.4pp; not updated in 857d,55.25,6.03,-0.09053497942386832,857
65,page_0065,product,declining,0.3359449680953642,Refresh / rewrite,not updated in 884d; high week-to-week volatility,2.25,13.6825,0.0,884
66,page_0003,guide,recovering,0.547833038109648,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 981d,7.25,17.3625,-0.14705882352941177,981
67,page_0450,blog,recovering,0.5396755002682411,Protect & monitor — reinforce what's working,not updated in 613d,7.5,15.475,-0.09090909090909091,613
68,page_0078,blog,recovering,0.5297728336250801,Protect & monitor — reinforce what's working,not updated in 1007d,8.5,19.71,-0.05555555555555555,1007
69,page_0004,blog,recovering,0.5263206555724129,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.5pp — metadata review candidate; not updated in 845d; high week-to-week volatility,7.25,16.2575,-0.14705882352941177,845
70,page_0259,blog,recovering,0.5104706293797949,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 771d,21.5,19.665,-0.033707865168539325,771
71,page_0212,blog,recovering,0.5014834857273593,Protect & monitor — reinforce what's working,within normal range on tracked signals,28.25,14.25,-0.03418803418803419,343
72,page_0474,guide,recovering,0.4969991399709893,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.5pp — metadata review candidate; not updated in 831d,8.0,14.3,-0.13513513513513514,831
73,page_0382,product,recovering,0.48670546408281123,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.6pp — metadata review candidate; not updated in 605d,9.25,13.129999999999999,-0.0975609756097561,605
74,page_0199,guide,recovering,0.4809435623473129,Protect & monitor — reinforce what's working,not updated in 635d,4.25,20.842499999999998,-0.10526315789473684,635
75,page_0441,guide,recovering,0.4708517810668299,Protect & monitor — reinforce what's working,not updated in 970d,21.0,20.3625,0.012048192771084338,970
76,page_0479,guide,recovering,0.4707250765478358,Protect & monitor — reinforce what's working,not updated in 710d,15.75,18.932499999999997,-0.08695652173913043,710
77,page_0010,blog,recovering,0.46905846898688447,Protect & monitor — reinforce what's working,not updated in 755d,9.25,19.2575,0.0,755
78,page_0135,blog,recovering,0.46763876690030304,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.6pp — metadata review candidate; not updated in 657d,23.0,14.8825,-0.010752688172043012,657
79,page_0072,blog,recovering,0.45966163488976297,Protect & monitor — reinforce what's working,within normal range on tracked signals,7.0,18.2975,-0.0967741935483871,343
80,page_0524,guide,recovering,0.45614571364831175,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.7pp — metadata review candidate; not updated in 849d,27.0,13.147499999999999,-0.136,849
81,page_0399,guide,recovering,0.4544546586003935,Protect & monitor — reinforce what's working,not updated in 1033d,9.5,18.13,-0.07317073170731707,1033
82,page_0338,guide,recovering,0.4496484759104509,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.8pp — metadata review candidate; not updated in 788d,5.25,14.925,-0.045454545454545456,788
83,page_0133,blog,recovering,0.4480582720425072,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.6pp — metadata review candidate; not updated in 1019d; high week-to-week volatility,12.25,19.63,-0.02,1019
84,page_0379,guide,recovering,0.44750894740318325,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.5pp — metadata review candidate; not updated in 785d,4.25,20.705,-0.05555555555555555,785
85,page_0125,guide,recovering,0.44544599012305225,Protect & monitor — reinforce what's working,not updated in 878d,5.75,17.127499999999998,-0.08,878
86,page_0172,blog,recovering,0.44508170201025793,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 636d,7.25,18.450000000000003,-0.06451612903225806,636
87,page_0268,blog,recovering,0.4318990601771388,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.8pp — metadata review candidate,18.5,5.069999999999999,-0.02631578947368421,343
88,page_0124,blog,recovering,0.41938858750829777,Protect & monitor — reinforce what's working,not updated in 771d,8.25,10.934999999999999,-0.10810810810810811,771
89,page_0079,guide,recovering,0.4157525491221388,Protect & monitor — reinforce what's working,not updated in 949d,17.5,19.8875,-0.09090909090909091,949
90,page_0086,blog,recovering,0.41488972069279434,Protect & monitor — reinforce what's working,CTR beats position-expected by 0.4pp; not updated in 690d,15.75,17.88,-0.14864864864864866,690
91,page_0045,blog,recovering,0.41157937965860014,Protect & monitor — reinforce what's working,CTR beats position-expected by 1.0pp; not updated in 995d,20.75,9.469999999999999,-0.06741573033707865,995
92,page_0464,blog,recovering,0.41006591131020276,Protect & monitor — reinforce what's working,CTR beats position-expected by 0.5pp; not updated in 1000d,54.5,10.1225,-0.0954356846473029,1000
93,page_0060,blog,recovering,0.4063973609943226,Protect & monitor — reinforce what's working,not updated in 778d,3.0,18.78,0.0,778
94,page_0061,blog,recovering,0.40250876794477075,Protect & monitor — reinforce what's working,not updated in 929d,15.0,21.06,-0.13043478260869565,929
95,page_0123,blog,recovering,0.4012630947892259,Protect & monitor — reinforce what's working,not updated in 639d,1.75,17.4425,-0.125,639
96,page_0384,landing,recovering,0.3976962726141546,Protect & monitor — reinforce what's working,not updated in 740d; high week-to-week volatility,3.25,19.645,-0.13333333333333333,740
97,page_0502,product,recovering,0.39478930379708,Protect & monitor — reinforce what's working,not updated in 757d; high week-to-week volatility,2.5,25.9925,0.0,757
98,page_0044,landing,recovering,0.38855330305702884,Protect & monitor — reinforce what's working,not updated in 989d,10.5,15.8675,-0.08695652173913043,989
99,page_0162,landing,recovering,0.38845016637249774,Protect & monitor — reinforce what's working,not updated in 796d,6.75,16.2725,0.0,796
100,page_0227,guide,recovering,0.37627290579563394,Protect & monitor — reinforce what's working,CTR trails position-expected by 1.8pp — metadata review candidate; not updated in 938d; high week-to-week volatility,182.5,4.13,-0.04450261780104712,938
101,page_0070,blog,recovering,0.37126598390879956,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.5pp — metadata review candidate,59.0,4.16,-0.09578544061302682,343
102,page_0165,guide,recovering,0.36300541960694754,Protect & monitor — reinforce what's working,"CTR beats position-expected by 2.2pp; was declining, now turning up",136.5,3.64,0.04597701149425287,343
103,page_0317,product,recovering,0.3607791229101498,Protect & monitor — reinforce what's working,not updated in 892d,8.0,14.59,0.0,892
104,page_0201,product,recovering,0.35219579098378434,Protect & monitor — reinforce what's working,CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 823d,18.5,13.612499999999999,-0.08641975308641975,823
105,page_0182,blog,recovering,0.35013082688334013,Protect & monitor — reinforce what's working,not updated in 691d,4.75,11.637500000000001,-0.09523809523809523,691
106,page_0173,blog,recovering,0.3479587273949698,Protect & monitor — reinforce what's working,CTR trails position-expected by 1.1pp — metadata review candidate; not updated in 662d; high week-to-week volatility,1.0,12.4675,0.0,662
107,page_0200,product,growing,0.5694765356304677,Expand — add internal links / related content,not updated in 1010d,22.0,21.720000000000002,0.1282051282051282,1010
108,page_0494,blog,growing,0.5463076236419253,Expand — add internal links / related content,click momentum +23% vs prior 4wk; not updated in 626d; high week-to-week volatility,28.25,19.715,0.22826086956521738,626
109,page_0082,guide,growing,0.5288445781408805,Expand — add internal links / related content,click momentum +32% vs prior 4wk; high week-to-week volatility,20.75,7.5775,0.31746031746031744,343
110,page_0239,guide,growing,0.525721101146038,Expand — add internal links / related content,click momentum +18% vs prior 4wk; avg position improved 2.2 spots; CTR trails position-expected by 0.4pp — metadata review candidate,31.5,13.585,0.17757009345794392,742
111,page_0211,guide,growing,0.5198955975133979,Expand — add internal links / related content,click momentum +23% vs prior 4wk; avg position improved 3.5 spots; not updated in 707d,20.0,13.912500000000001,0.23076923076923078,707
112,page_0520,landing,growing,0.5080975186261325,Expand — add internal links / related content,not updated in 889d,25.5,14.420000000000002,0.07368421052631578,889
113,page_0561,landing,growing,0.5048449514477653,Expand — add internal links / related content,avg position improved 1.6 spots; CTR trails position-expected by 0.5pp — metadata review candidate,34.25,11.062500000000002,0.12295081967213115,343
114,page_0517,guide,growing,0.5006330552861996,Expand — add internal links / related content,CTR beats position-expected by 0.4pp; not updated in 764d,12.25,11.3325,0.13953488372093023,764
115,page_0570,guide,growing,0.49943625884435966,Expand — add internal links / related content,click momentum +17% vs prior 4wk; CTR trails position-expected by 0.6pp — metadata review candidate; not updated in 753d,50.75,12.495000000000001,0.16666666666666666,753
116,page_0371,product,growing,0.4976214849106646,Expand — add internal links / related content,click momentum +19% vs prior 4wk; avg position improved 1.6 spots; not updated in 894d,6.25,12.28,0.19047619047619047,894
117,page_0143,product,growing,0.49476333430278996,Expand — add internal links / related content,click momentum +22% vs prior 4wk; CTR trails position-expected by 0.8pp — metadata review candidate; high week-to-week volatility,15.25,11.254999999999999,0.22,343
118,page_0348,blog,growing,0.4945457275915367,Expand — add internal links / related content,not updated in 623d,27.25,19.872500000000002,0.09,623
119,page_0260,product,growing,0.4887369257454013,Expand — add internal links / related content,click momentum +38% vs prior 4wk; avg position improved 1.5 spots; CTR trails position-expected by 1.4pp — metadata review candidate,10.0,3.8325,0.3793103448275862,343
120,page_0448,blog,growing,0.4863193649829077,Expand — add internal links / related content,avg position improved 1.7 spots; CTR beats position-expected by 0.4pp; not updated in 744d,23.75,13.8075,0.13095238095238096,744
121,page_0499,blog,growing,0.4843939922662317,Expand — add internal links / related content,not updated in 971d,45.25,12.01,0.10365853658536585,971
122,page_0562,blog,growing,0.4831139032392079,Expand — add internal links / related content,CTR beats position-expected by 1.1pp; not updated in 964d; high week-to-week volatility,31.75,8.45,0.13392857142857142,964
123,page_0176,landing,growing,0.4792982930058019,Expand — add internal links / related content,CTR trails position-expected by 0.5pp — metadata review candidate; not updated in 1031d,30.0,8.817499999999999,0.12149532710280374,1031
124,page_0487,product,growing,0.4787140222732988,Expand — add internal links / related content,not updated in 651d,18.25,20.96,0.10606060606060606,651
125,page_0090,guide,growing,0.47853158144779795,Expand — add internal links / related content,not updated in 638d; high week-to-week volatility,38.5,17.4325,0.03355704697986577,638
126,page_0028,blog,growing,0.47487888746026957,Expand — add internal links / related content,click momentum +32% vs prior 4wk; avg position improved 1.9 spots; CTR trails position-expected by 0.3pp — metadata review candidate,33.25,19.9775,0.31683168316831684,343
127,page_0346,guide,growing,0.4710601075084112,Expand — add internal links / related content,click momentum +21% vs prior 4wk; CTR beats position-expected by 0.4pp; not updated in 918d,58.25,6.8825,0.21354166666666666,918
128,page_0030,guide,growing,0.46915207093616573,Expand — add internal links / related content,click momentum +70% vs prior 4wk; avg position improved 2.0 spots; CTR beats position-expected by 1.6pp,78.0,1.6349999999999998,0.7049180327868853,811
129,page_0174,blog,growing,0.46736536483373997,Expand — add internal links / related content,high week-to-week volatility,9.75,12.0475,0.02631578947368421,343
130,page_0188,blog,growing,0.46735529026267425,Expand — add internal links / related content,not updated in 737d,54.25,15.895,0.10714285714285714,737
131,page_0482,guide,growing,0.4670459083816486,Expand — add internal links / related content,click momentum +26% vs prior 4wk; CTR beats position-expected by 0.5pp; high week-to-week volatility,115.5,6.2425,0.26229508196721313,343
132,page_0329,guide,growing,0.4655928969862111,Expand — add internal links / related content,avg position improved 1.9 spots; not updated in 605d,57.5,12.0775,0.05504587155963303,605
133,page_0593,product,growing,0.4644567703940736,Expand — add internal links / related content,click momentum +19% vs prior 4wk; high week-to-week volatility,55.25,14.645,0.1881720430107527,343
134,page_0503,blog,growing,0.4631807417110011,Expand — add internal links / related content,avg position improved 1.6 spots; not updated in 760d,7.25,19.314999999999998,0.07407407407407407,760
135,page_0404,landing,growing,0.46158196021219927,Expand — add internal links / related content,not updated in 860d,15.0,15.717500000000001,0.1111111111111111,860
136,page_0417,guide,growing,0.46112805959042125,Expand — add internal links / related content,not updated in 952d,43.0,17.1325,0.1390728476821192,952
137,page_0578,blog,growing,0.46111221932877317,Expand — add internal links / related content,click momentum +34% vs prior 4wk; CTR beats position-expected by 1.0pp; not updated in 798d,12.75,13.030000000000001,0.34210526315789475,798
138,page_0537,blog,growing,0.4588203992936559,Expand — add internal links / related content,click momentum +28% vs prior 4wk; not updated in 583d,8.0,13.815000000000001,0.28,583
139,page_0101,product,growing,0.45864429400524404,Expand — add internal links / related content,click momentum +18% vs prior 4wk; CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 965d,25.0,15.815000000000001,0.17647058823529413,965
140,page_0255,guide,growing,0.4550053603388866,Expand — add internal links / related content,CTR trails position-expected by 0.8pp — metadata review candidate; not updated in 653d,34.25,4.2075,-0.028368794326241134,653
141,page_0361,guide,growing,0.45254538844221365,Expand — add internal links / related content,click momentum +16% vs prior 4wk; not updated in 1011d,51.25,10.3125,0.16477272727272727,1011
142,page_0098,product,growing,0.4520511420618104,Expand — add internal links / related content,not updated in 965d,7.5,22.54,0.1111111111111111,965
143,page_0290,blog,growing,0.4517675015399871,Expand — add internal links / related content,click momentum +32% vs prior 4wk; CTR trails position-expected by 0.7pp — metadata review candidate; not updated in 992d,18.75,8.2675,0.3157894736842105,992
144,page_0235,blog,growing,0.44990463999962504,Expand — add internal links / related content,click momentum +25% vs prior 4wk; avg position improved 1.9 spots; CTR trails position-expected by 1.1pp — metadata review candidate,3.75,11.5075,0.25,912
145,page_0415,blog,growing,0.4497101856253469,Expand — add internal links / related content,not updated in 756d,20.75,11.86,0.024691358024691357,756
146,page_0512,guide,growing,0.4494534747000119,Expand — add internal links / related content,click momentum +26% vs prior 4wk; not updated in 592d,18.0,10.524999999999999,0.2631578947368421,592
147,page_0258,blog,growing,0.4449383270566992,Expand — add internal links / related content,click momentum +25% vs prior 4wk; CTR beats position-expected by 0.5pp; not updated in 961d,32.5,20.805,0.25,961
148,page_0460,guide,growing,0.4442598414533977,Expand — add internal links / related content,click momentum +24% vs prior 4wk; not updated in 856d,11.75,17.42,0.23684210526315788,856
149,page_0071,guide,growing,0.4442410298669638,Expand — add internal links / related content,avg position improved 1.7 spots; not updated in 931d,26.25,27.015,0.11702127659574468,931
150,page_0505,blog,growing,0.44342803583656903,Expand — add internal links / related content,within normal range on tracked signals,19.0,12.8075,0.0,343
151,page_0091,blog,growing,0.44306231822005493,Expand — add internal links / related content,avg position improved 2.0 spots; CTR trails position-expected by 0.4pp — metadata review candidate; not updated in 898d,14.75,20.61,0.05357142857142857,898
152,page_0312,blog,growing,0.4411251448017478,Expand — add internal links / related content,not updated in 760d,7.75,14.685,0.14814814814814814,760
153,page_0142,product,growing,0.4404448401063427,Expand — add internal links / related content,not updated in 735d,8.0,13.2125,0.14285714285714285,735
154,page_0292,guide,growing,0.43993980093033475,Expand — add internal links / related content,avg position improved 1.8 spots,10.5,16.7775,0.05,343
155,page_0468,blog,growing,0.43985365249367553,Expand — add internal links / related content,click momentum +17% vs prior 4wk; not updated in 647d,18.75,29.305000000000003,0.171875,647
156,page_0149,product,growing,0.4365219731827008,Expand — add internal links / related content,not updated in 947d,17.25,17.740000000000002,0.06153846153846154,947
157,page_0436,product,growing,0.43619805115433935,Expand — add internal links / related content,not updated in 695d,13.75,20.335,0.1,695
158,page_0064,guide,growing,0.4329624841339081,Expand — add internal links / related content,not updated in 608d,10.0,20.2275,0.08108108108108109,608
159,page_0308,blog,growing,0.43193702846193827,Expand — add internal links / related content,click momentum +17% vs prior 4wk; CTR beats position-expected by 5.8pp; high week-to-week volatility,473.75,1.0,0.16687192118226601,343
160,page_0582,blog,growing,0.4256659823371791,Expand — add internal links / related content,click momentum +16% vs prior 4wk; avg position improved 1.6 spots; not updated in 599d,7.25,22.982499999999998,0.16,599
161,page_0323,blog,growing,0.4232937808400257,Expand — add internal links / related content,click momentum +24% vs prior 4wk; CTR beats position-expected by 0.5pp; not updated in 966d,22.25,9.385,0.2361111111111111,966
162,page_0234,blog,growing,0.42290311874552433,Expand — add internal links / related content,not updated in 1050d,29.5,19.7525,0.08256880733944955,1050
163,page_0598,guide,growing,0.4224587947822971,Expand — add internal links / related content,CTR trails position-expected by 0.7pp — metadata review candidate; not updated in 948d,48.5,5.9275,0.0374331550802139,948
164,page_0019,blog,growing,0.421398302072933,Expand — add internal links / related content,not updated in 667d,8.0,25.247500000000002,0.10344827586206896,667
165,page_0144,product,growing,0.419329089967552,Expand — add internal links / related content,CTR trails position-expected by 0.7pp — metadata review candidate; not updated in 837d,18.5,10.4875,0.07246376811594203,837
